,churn,chat_log
200,no,"Klient: Właśnie dołączyłem do mojej rozmowy. Chcę uaktualnić wiadomości tekstowe do danych.
Agent TelCom: Dziękuję Brenda i zobaczę, co mogę zrobić.
Klient: Przykro mi słyszeć o podwyżce. Używam TelCom od lat, a wy zawsze robiliście świetną robotę. Chciałbym rozwiązać kontrakt i iść dalej.
TelCom Agent: Tak, świetnie! Dziękujemy bardzo za kontakt. Cieszymy się, że jesteś z nami, dziękujemy za pozostanie.
Klient: Jedną rzeczą, o której chciałbym wspomnieć o twoim telefonie, jest to, że właśnie sprawdzałem"
201,no,"Klient: Jestem bardzo zadowolony z TelCom. Chciałbym dokonać aktualizacji do usługi VoIP.
Agent TelCom: Ok, rozumiem, że będziesz dokonywał aktualizacji, ale czy jesteś zainteresowany uzyskaniem nowej linii z usługą danych?
Klient: Tak, ale tylko uaktualnienie do VoIP z planem taryfowym. Nie interesuje mnie łączenie danych z usługą VoIP.
Agent TelCom: Ok, to nie, ale masz dobrą historię kredytową. A Ty jesteś z TelCom od dłuższego czasu. 99% klientów zostaje ze swoim dostawcą przez trzy lata"
202,no,"Klient: Dodaję pakiet danych.
Agent TelCom: Och, to powinno być łatwe. Poproszę technika, a ty zapłacisz tylko 5 USD za pierwszy miesiąc danych. Wyślemy Ci również czek rabatowy w ciągu najbliższych kilku tygodni.
Klient: Świetnie! Czy możesz mi powiedzieć, który plan usług polecasz?
Agent TelCom: Jasne. Jeszcze raz dziękujemy za zakup u nas. Mam nadzieję, że to pomoże.
Klient: Dzięki, muszę tylko pamiętać, aby skorzystać ze wszystkiego, co oferujesz.
Agent TelCom: W porządku, a tak przy okazji, jeśli nigdy nie miałeś"
203,no,"Klient: Cóż, oczywiście chcę uaktualnić do 3G.
TelCom Agent: Ach, więc chciałbyś uaktualnić do 3G? To świetny pomysł i jestem pewien, że możemy go rozwiązać.
Klient: 3G to 3G i będzie za 5 lat. Obecnie mam kontrakt 2G.
TelCom Agent: Dla mnie to brzmi jak świetny pomysł. I jestem pewien, że będziesz zadowolony wiedząc, że jesteśmy gotowi dopasować cenę aktualizacji, która obecnie wynosi 165 USD miesięcznie.
Klient: Dziękuję również za uwagę.
Agent TelCom:"
204,no,"Klient: Chciałbym uaktualnić do nieograniczonej ilości danych.
TelCom Agent: A to 30 dolarów za 90 dni.
Klient: Dobra, dokonam teraz tej zmiany z moim agentem. Wróć do mnie, gdy będziesz musiał dokonać zmiany w obecnym planie lub 60 USD za 3 miesiące.
Agent TelCom: Nie możemy tego zrobić dzisiaj, ponieważ jest to twój obecny plan i nie możemy teraz uzyskać twojego nazwiska.
Mary: W porządku. Teraz to rozumiem.
Maryja: Jak mogę ci pomóc?
Klient: Dodawałem nowe linie do mojego domu i chciałbym się przenieść"
205,no,"Klient: Głos
TelCom Agent: Dziękuję. Czy możesz wrócić do mnie z aktualnym numerem planu, aby potwierdzić aktualizację?
Klient: Przykro mi, że nie mogę tego zrobić. Czy możesz do mnie oddzwonić z aktualnym numerem planu?
TelCom Agent: Dziękuję za cierpliwość. Jeśli chcesz uaktualnić swój plan do tego nowego planu, po prostu podaj nam swój aktualny numer planu.
Klient: Faks
TelCom Agent: Dziękuję za cierpliwość i miłego dnia.
Mamy również wiele innych przykładów tego problemu. Więc jeśli jesteś w stanie nam dać"
206,no,"Klient: Chciałbym uaktualnić moją usługę do Unlimited Data.
Agent TelCom: Okej, dziękuję. A jakiego rodzaju aktualizacje chcesz zainstalować?
Klient: Chcę zainstalować uaktualnienia Voice.
Agent TelCom: Okej, dziękuję. I rozumiem, że chciałbyś uaktualnić teraz lub poczekać do końca umowy?
Klient: Chciałbym poczekać do końca mojej umowy.
Agent TelCom: Okej, dziękuję. A jeśli chcesz kontynuować swoją obecną stawkę, co chciałbyś być cytowany?
Klient: Właściwie, chciałbym"
207,no,"Klient: Obecnie korzystam z planu Voice i chcę przejść na plan tekstowy do korzystania z telefonu.
Agent TelCom: Miło mi to słyszeć, Emmo, jaki jest najlepszy czas, aby to zrobić?
Klient: Jesteśmy w połowie miesiąca, więc najlepiej po zakończeniu miesiąca. Czy mógłbyś skontaktować się z obsługą klienta?
Agent TelCom: Okej, jeśli są jakieś inne zmiany, które chciałbyś wprowadzić, daj mi znać, a ja się tym zajmę.
Agent TelCom: Zamelduję się z tobą w ciągu najbliższych kilku dni i poinformuję cię tak szybko, jak"
208,no,"Klient: Korzystam z usługi telefonicznej od około 1 1/2 roku. Miałem regularny plan telefoniczny. Zawsze korzystałem tylko z wiadomości tekstowych i rozmawiam na urządzeniu z danymi przechodzącymi przez moje szybkie dane. Chcę przejść na pełny plan taryfowy.
TelCom Agent: Tak, to ma sens. Czy możesz podać mi swoje imię i numer telefonu, abyśmy mogli zacząć od uaktualnienia?
Klient: Jasne, mam na imię John i to 6442680102.
TelCom Agent: Świetnie, więc kiedy kupiłeś telefon?
Klient: I"
209,no,"Klient: Chciałbym uaktualnić moją usługę głosową tylko do Internetu, dziękuję. Będę w twoim biurze za około 35 minut.
TelCom Agent: A jak długo chciałbyś, aby Twoja nowa usługa zaczęła działać?
Klient: Chciałbym, aby zaczęło się natychmiast. Dziękuję bardzo.
TelCom Agent: A jaka jest wasza obecna usługa?
Klient: Moja obecna usługa to tylko Internet.
TelCom Agent: Co chciałbyś teraz robić?
Klient: Chciałbym, abyś wznowił bieżącą sygnaturę usługi.
 TelCom Agent: Dziękuję bardzo, dziękuję bardzo."
210,no,"Klient: Chciałbym uaktualnić mój telefon do Galaxy S5, ale tylko do danych. Jestem klientem Verizon Wireless od ponad 10 lat. Zawsze wolałem korzystać z danych z Verizon i nie chcę płacić dodatkowo za dane bezprzewodowe.
TelCom Agent: Cóż, mamy kilka ofert do uaktualnienia. Jesteśmy gotowi zaoferować Ci standardowy plan Verizon, uaktualnienie do nieograniczonej ilości danych lub możesz wybrać nowy telefon i nowy plan telefoniczny.
Klient: W porządku. Dziękuję. Mój telefon to obecnie Samsung i jestem gotów przejść na Verizon."
211,no,Nan
212,no,"Klient: Potrzebuję kogoś, kto uaktualni moją usługę do transmisji danych, a także przekaże usługę głosową na telefon stacjonarny.
TelCom Agent: Dziękuję, jak długo to potrwa?
Klient: 15 minut.
TelCom Agent: Świetnie. Ile by to kosztowało?
Klient: 2,150.00
Agent TelCom: Dziękuję Judith. Wkrótce wyślę ci za to fakturę.
Agent TelCom: Nazywam się Justin. Czy jesteś gotowy, aby podpisać go teraz?
Klient: Tak, absolutnie.
TelCom Agent: Cóż, zanim rozpoczniemy proces aktualizacji dla twojej usługi, proszę trzymać"
213,no,"Klient: To Voice+. Chciałbym uaktualnić moje dane, aby móc znacznie szybciej uzyskać dostęp do Internetu.
Agent TelCom: Chciałbym ci w tym pomóc. Przykro mi, że mamy dużo danych, ale nie mam pojęcia, które aktualizacje są dostępne dla których pakietów. Przykro mi, że nic nie możemy dziś dla ciebie zrobić.
Klient: Nie, nie żartuję. Bardzo mi przykro to słyszeć. Ale baję się włączać telefon rano, ponieważ jest tak dużo danych, że nie mogę nawet być online.
TelCom Agent: Co chciałbyś"
214,yes,"Klient: Więc zamówiłem produkt i spodziewali się, że zostanie dostarczony w ciągu tygodnia, ale minęło już kilka tygodni i nie widziałem żadnych szczegółów na temat tego, kiedy zostanie dostarczony.
Agent TelCom: Ach, w porządku, dziękuję za to Margaret. Jak długo jesteś w firmie?
Klient: Około roku.
TelCom Agent: Och, to rozczarowujące. Czy mogę zapytać, jakiego rodzaju telefonu używasz?
Klient: Używam Samsung Galaxy S4.
TelCom Agent: Okej, a dlaczego zdecydowałeś się anulować umowę?
Klient: Pracuję w TelCom dopiero od około miesiąca."
215,no,"Klient: Chciałbym uaktualnić do nieograniczonego, aby nadążyć za szybkim tempem zmian, których doświadczamy w sieci WWW.
TelCom Agent: Doskonały i nie ma żadnego problemu. Jaki jest całkowity koszt uaktualnienia?
Klient: $1299.89
Agent TelCom: Świetny Henry, dziękuję. W porządku. Całkowity koszt to $ 1299.89. Jeśli chcesz wysłać kopię oryginalnego rachunku lub umowy o uaktualnieniu, możesz to również zrobić.
Klient: W porządku.
Agent TelCom: Dziękuję Henry. A teraz zakończmy to wezwanie."
216,no,Nan
217,no,"Klient: Głos.
TelCom Agent: A jakie opcje są dla Ciebie dostępne?
Klient: Mam opcję danych.
TelCom Agent: Doskonale. Obecnie oferujemy pakiet danych. Za 25 USD miesięcznie możesz uzyskać nieograniczoną rozmowę, tekst i 5 GB danych.
Klient: Jakie są dokładne warunki planu?
TelCom Agent: Warunki planu są dostępne na stronie internetowej TelCom: http://www.telcom.com/Content/Telcom-Warranty-Section.aspx?PageID=1656
Klient: OK, więc czym dokładnie jest"
218,yes,"Klient: Więc e-mail, który otrzymałem i dostarczyłem im po zakończeniu mojej umowy, był zły. To był elaborat przeciwko każdemu, kto zamierzał korzystać z mojego konta
Agent TelCom: Och, OK. Czy możesz przejść do swojego konta?
Klient: Nie wiem, jak wrócić do mojego konta. Usunąłem swój adres e-mail. Mój numer telefonu został usunięty z konta.
TelCom Agent: Jak możesz to zrobić?
Klient: Nie wiem. Nie wiem, co robić. Bawiłem się na moim koncie i próbowałem uzyskać dostęp do rzeczy.
Agent TelCom: OK. Więc jak"
219,no,Nan
220,no,"Klient: Mój plan głosowy jest obecnie dostępny na rynku i chciałbym uaktualnić mój plan do planu płatności zgodnie z rzeczywistym użyciem.
TelCom Agent: Fantastycznie. Czy chcesz przejść na plan płatności zgodnie z rzeczywistym użyciem, czy chcesz planu głosowego, który płacisz tylko co miesiąc?
Klient: Płać zgodnie z rzeczywistym użyciem.
TelCom Agent: To idealnie. Dlatego szukamy dla Ciebie różnych opcji. Czy możesz mi powiedzieć, kiedy to się skończy, czy to nastąpi wkrótce?
Klient: To będzie za 3-4 tygodnie
Agent TelCom: Wspaniale. Więc ja"
221,no,"Klient: Rozmawiałem z serwisem TelCom i chcą, żebym przeszedł na usługi głosowe i tekstowe.
TelCom Agent: A co z danymi?
Klient: Mam 4 GB danych, więc chciałbym uaktualnić do 4 GB danych.
Agent telekomunikacyjny: Świetna Sandra, możesz zachować swój obecny plan, jest w porządku.
TelCom Agent: A co z czasem oczekiwania po aktualizacji?
Klient: Och, w porządku. Poczekam około 2 tygodni po aktualizacji. Jestem zajętą osobą.
Agent TelCom: Wspaniale. Czy masz do mnie jakieś pytania?"
222,no,"Klient: Chciałbym uaktualnić do 10 GB danych.
Agent TelCom: W porządku. I czy będziesz w stanie uaktualnić przed końcem obecnej umowy?
Klient: Tak, to będzie wtedy, gdy moja obecna umowa dobiegnie końca.
Agent TelCom: W porządku, dziękuję. Twój nowy plan wkrótce zostanie uruchomiony.
Ślad: Agenci telekomunikacyjni są naprawdę dobrzy w obsłudze klienta.
Klient: Tak, są naprawdę dobre.
Trace: I jest wiele okazji do chwalenia się. Na przykład, jeśli jesteś geniuszem, możesz pochwalić się znajomym, że udało ci się uaktualnić do 10 GB"
223,no,"Klient: Chciałbym uaktualnić moją umowę z głosowej na tekstową.
TelCom Agent: Świetnie, to świetnie. Ile by to kosztowało?
Klient: $ 19.95 miesięcznie.
TelCom Agent: Świetnie, świetnie. Czy chcesz do mnie zadzwonić lub przejść do trybu online, aby uaktualnić?
Klient: Chciałbym przejść do trybu online, aby uaktualnić umowę.
TelCom Agent: W porządku, świetnie. A kiedy nastąpi aktualizacja?
Klient: 31 października.
Agent TelCom: Tak więc przez następny miesiąc będziesz płacić 19,95 USD za połączenie głosowe, 10 USD i 2 USD"
224,no,"Klient: Głos, tekst i dane.
TelCom Agent: Dziękuję Crystal. A jaki jest całkowity koszt tej aktualizacji?
Klient: $1,095.00.
TelCom Agent: Świetnie. I czy mogę zapytać, dlaczego, kiedy pierwotnie kupiłeś telefon, zdecydowałeś się na TelCom.
Klient: Cóż, uwielbiam TelCom i uwielbiam wsparcie, które otrzymałem. Od początku nie miałem z nimi problemów.
TelCom Agent: Świetnie. Czy możesz mi powiedzieć całkowity koszt tego uaktualnienia i umowy, którą masz dzisiaj?
Klient: $549.00."
225,no,"Klient: Naprawdę szukam czegoś w dziale danych, ale powiedziano mi, że nie mogą zmieniać opcji danych i że będę musiał zapłacić dodatkowe 300 USD ponad moją zakontraktowaną stawkę.
Agent TelCom: W porządku, wszystko jest w porządku, o ile jesteś zadowolony ze swojej obecnej stawki. Skontaktujemy się z Tobą z naszą aktualną stawką.
Klient: Z pewnością chętnie uaktualnię! Dziękuję za poświęcony czas.
TelCom Agent: Tak, zapraszamy. Żegnaj Jozue.
Klient: Hej, chcę tylko powiedzieć... Nie zamierzam płacić tej samej stawki"
226,no,"Klient: Chcę uaktualnić mój plan taryfowy na 100-minutowy statyczny głos i tekst, ale chcę zachować plan taryfowy na transmisję danych. Czy mogę to zrobić dzisiaj?
Agent TelCom: Przykro mi, Thomas, w tej chwili nie możemy zmienić twojego planu głosowego ani planu transmisji danych. Sposób, w jaki my to widzimy, kupujesz usługi od TelCom, a nie od nas. Tak więc naszym jedynym zadaniem jest dostarczanie Ci usług, na które wyraziłeś zgodę.
Klient: A więc, jeśli odebram ten telefon, to nie zmieni to mojej umowy dzisiaj?
Agent TelCom: Nie, przepraszam Thomas, to zmienia twoją umowę"
227,no,"Klient: Nie mam nic przeciwko tekstowi i danym.
TelCom Agent: Świetnie, więc masz umowę na telefon komórkowy z TelCom. Czy możesz mi powiedzieć, do czego musisz go uaktualnić? Jeśli masz umowę z TelCom, jaki jest koszt jej uaktualnienia?
Klient: Nie miałbym nic przeciwko uaktualnieniu go do gigabitu.
Agent TelCom: Świetnie, dla pewności, zdobycie gigabitu kosztowałoby około 60 dolarów miesięcznie. Czy możesz mi powiedzieć, co musisz zrobić, aby uaktualnić go do gigabit, aby zaoszczędzić 60 USD miesięcznie?
Klient"
228,no,"Klient: Głos, tekst.
Agent TelCom: Dobrze, dziękuję Molly. Wszystko, co musisz zrobić, to wybrać żądaną aktualizację, a następnie wyślę ci aktualizację.
Klient: W porządku. Głos, tekst proszę.
Agent TelCom: W porządku, wyślę ci uaktualnienie. Ale jest jedna rzecz, o którą muszę cię zapytać. Czy masz jakieś zaległe opłaty?
Klient: Tak. Zapłaciłem jakąś kaucję i miałem ją odzyskać, gdy moja umowa wygaśnie.
TelCom Agent: To byłaby opłata, którą już zapłaciłeś i to jest nieograniczona ilość danych od"
229,no,Nan
230,yes,Nan
231,no,"Klient: Chcę uaktualnić usługę telefoniczną do telefonu przedpłaconego i chcę przynieść własną kartę SIM.
TelCom Agent: To można zorganizować. Od tego możemy zacząć. Jaki masz numer telefonu?
Klient: 0321911124.
Agent TelCom: Przykro mi, ale nie mam dla ciebie numeru telefonu.
Klient: Och.
Agent TelCom: To ja wyślę ci numer telefonu. Dzień dobry.
Klient: Do widzenia.
Agent TelCom: Do widzenia.
Klient: Do widzenia.
Agent TelCom: Do widzenia.
Agent TelCom:"
232,no,"Klient: Cóż, chciałbym uaktualnić moje dane, ale nie jestem pewien, której opcji potrzebuję.
TelCom Agent: Miło to słyszeć. Czy możesz wypełnić ten formularz i powiedzieć nam, której aktualizacji potrzebujesz.
Klient: Nie, to znaczy, jak to zrobić? Nie rozumiem całej sprawy.
TelCom Agent: Cóż, skończyłeś z TelCom. Jest to pierwszy krok w naszym procesie, w którym powiemy Ci, której aktualizacji potrzebujesz.
Klient: O, widzę. To byłaby właśnie już zrobiona aktualizacja?
TelCom Agent: Ty"
233,no,Nan
234,no,"Klient: W tej chwili jestem niezdecydowany. W zależności od tego, o ile więcej będzie kosztować uaktualnienie, mogę po prostu uaktualnić w tym samym czasie, gdy kończy się moja umowa.
TelCom Agent: Miło to słyszeć. Masz kilka godzin na zastanowienie się. Jeśli chodzi o pytanie, możesz wybrać głos, SMS lub dane. Jeśli chcesz porozmawiać lub oddzwonić z kimś, wpisz numer 3469375087 lub 0371 513 787. Dziękuję za poświęcony czas. Pa pa.
Klient: Cześć, tu Patryk. Nie wiem dlaczego, ale mam bardzo irytujący pierścień"
235,yes,"Klient: Cóż, byłem. Byłem z tego powodu całkiem szczęśliwy, ale teraz jestem trochę nieszczęśliwy. Mam na myśli, że jestem trochę rozczarowany, że nie mogę rozmawiać online, co oboje zawsze chcieliśmy zrobić. To znaczy, miałem zaufanie do serwisu, ale potem miałem problemy z kontraktami i wszystkim i to był trochę szok.
Agent TelCom: Okej, więc chciałem tylko wiedzieć, czy rozmawiałeś z nimi i jeśli miałeś z nimi czat, co się stało?
Klient: Nie, to było tak, jakbym rozmawiał z nimi codziennie przez ostatnie kilka miesięcy"
236,no,"Klient: Pozwól, że zapytam cię o plan. Czy jest dostępnych wiele rodzajów usług?
TelCom Agent: Tak, oferujemy wiele różnych planów transmisji danych i planów głosowych. I mamy jedną, która jest usługą telefonii domowej. Czy możesz nam opowiedzieć o tym planie?
Klient: Okej, więc chcę uaktualnić zarówno mój głos, jak i usługę tekstową do planu taryfowego.
TelCom Agent: Mogę zacząć od twojego głosu. Tak, w tej chwili jest to plan taryfowy.
Klient: Tak, ile danych to gigabajt?
Agent TelCom: OK, za 10,99 USD miesięcznie.
"
237,no,"Klient: Chcę uaktualnić mój pakiet danych. Jeśli będę musiał zapłacić więcej, czy będziecie skłonni zrezygnować z podwyżki?
Agent TelCom: Miło słyszeć to Gary. Z przykrością stwierdzam, że obecnie nie jesteśmy w stanie połączyć naszych planów transmisji danych z planami innych dostawców. Ale oferujemy bezpłatny pakiet danych, gdy przejdziesz przez bieżące wykorzystanie danych. Jeśli chcesz uaktualnić swoje dane, prześlij nam jasne i zwięzłe wyjaśnienie problemu, który masz z obecną usługą, a ja przekażę Cię przedstawicielowi TelCom, który może Ci pomóc.
Klient: Dziękuję za poświęcony czas"
