churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Szukam aktualizacji zawartości. Aktualizacja treści do wersji tekstowej i głosowej pomogłaby mi w wysyłaniu wiadomości tekstowych i umożliwiłaby korzystanie z telefonu bez konieczności podłączania go do planu transmisji danych.
Agent TelCom: Przede wszystkim uważam, że byłoby wspaniale, gdybyśmy mogli pomóc Panu w sprawie obecnego numeru telefonu. Czy chciałby Pan zmienić go na inny?
Klient: Przykro mi, mój obecny numer telefonu to 6658376672.
Agent TelCom: Dobrze, robimy to dla około 90% naszych klientów. Można więc albo używać obecnego numeru telefonu, albo kupić inny.",AR,99,area_code_408,no,yes,21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2
no,"Klient: Przykro mi, ale w tej chwili nie mam żadnych możliwości.
Agent TelCom: W porządku, nic nie szkodzi. Mam dobrą ofertę na uaktualnienie, ale najpierw musi pan uaktualnić swoje usługi.
Klient: Dobrze, ale na to właśnie zgodziłem się w mojej obecnej umowie.
Agent TelCom: Nie ma problemu. Rozumiem, Ronaldzie, więc podam ci korzystną stawkę, a ty możesz do mnie zadzwonić, jeśli będziesz chciał omówić kwestię aktualizacji.
Klient: Dobrze.
Agent TelCom: Jeszcze raz dziękuję, Ronald. To dla mnie przyjemność Połączenia. Do widzenia.
Klient: Do widzenia",IN,108,area_code_415,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3
no,"Klient: No cóż, myślałem, że może teraz dane.
Agent TelCom: Nie ma Pan obecnie w swoim planie danych?
Klient: Nie, mam, ale nie w pełnym zakresie.
Agent TelCom: Ok, jakiego rodzaju dane?
Klient: Chyba tak - głównie do strumieniowego przesyłania muzyki.
Agent TelCom: Coś jeszcze?
Klient: Nic więcej, przykro mi.
Agent TelCom: Ok. A czy może mi pan powiedzieć, jaki rodzaj planu taryfowego ma pan obecnie?
Klient: Nie, przykro mi, ale nie wiem, jaki mam plan taryfowy. Jestem",NV,37,area_code_415,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2
no,,OR,103,area_code_510,yes,no,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3
yes,"Klient: Cóż, nie mogę się dodzwonić do TelCom. Bardzo trudno jest mi się z kimkolwiek połączyć. Poszedłem do centrali telefonicznej, ale powiedziano mi, że linia była zajęta przez ostatnie dwa dni. Próbowałem dzwonić na linię obsługi klienta TelCom i jest ten sam problem.
Agent TelCom: To przykre, ale wydaje się, że wszyscy operatorzy mieli ten problem. Czy ma Pan wiadomość tekstową, której Pan oczekiwał?
Klient: Nie wiem, czy da się przejść obok tej wiadomości tekstowej.
Agent TelCom: Cóż, mam SMS-a, nie muszę go odbierać.",VA,50,area_code_415,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2
no,"Klient: Voice
Agent TelCom: Świetnie. Gdzie pan mieszka?
Klient: Mieszkam w stanie Floryda, pracuję na wybrzeżu Atlantyku i chcę rozbudować sieć do szerokopasmowej.
Agent TelCom: Świetnie. Ile by pan sobie życzył za to?
Klient: Chciałbym zwiększyć prędkość przesyłu danych do 1 Gb. Obecnie pobieram dane z prędkością 25 Mbps.
Agent TelCom: Świetnie. Ile by Pan/Pani za to chciał/a w USA?
Klient: Chciałbym to zmienić na dolary amerykańskie.
Agent TelCom: Świetnie. Ile by pan chciał",DC,101,area_code_415,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0
no,"Klient: Chcę dzisiaj dokonać aktualizacji.
Agent TelCom: Świetnie. Do czego chciałby Pan/Pani dokonać aktualizacji?
Klient: Tak, mam telefon bezprzewodowy i chciałbym go przenieść do sieci LTE.
Agent TelCom: Świetnie. Jakie są plany dostępne w ramach umowy na telefon w wersji dla operatorów innych niż operatorzy?
Klient: Moja umowa zaczyna się we wrześniu, a wersja Un-carrier miała zostać wprowadzona około połowy marca.
Agent TelCom: Świetnie. Czy wiadomo już, kiedy będzie można dokonać aktualizacji?
Klient: Powiedziałbym, że prawdopodobnie w połowie marca.",DE,87,area_code_510,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4
no,"Klient: Chcę uaktualnić moją umowę do pełnej prędkości 3G.
Agent TelCom: Tak, to dobry moment na aktualizację usługi i telefonu. Czy może mi Pan powiedzieć, czy chciałby Pan zaktualizować telefon teraz czy w przyszłości?
Klient: W przyszłości raczej nie. Mam telefon, który ma już prawie 4 lata.
Agent TelCom: Dlaczego to jest Gregory?
Klient: Nie wiem. Po prostu nie jest taki sam jak nowszy telefon. Myślę, że kluczem jest włożenie tego dużego do kieszeni. Ja jestem",ME,57,area_code_415,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2
no,"Klient: Chciałbym rozszerzyć moją usługę tekstową na transmisję danych.
Agent TelCom: To świetnie, za co wystawiacie rachunki?
Klient: 35 dolarów za pierwsze 30 dni.
Agent TelCom: To bardzo rozsądna cena, Robercie. Jak długo potrwa wykonanie aktualizacji?
Klient: Oddzwonię za kilka minut.
Agent TelCom: Świetnie Robercie, czy nie masz nic przeciwko temu, żebym puścił trochę muzyki w telefonie?
Klient: Jasne.
Agent TelCom: Do widzenia.
Klient: Do widzenia.
Agent TelCom: Czy oddzwonił pan po",NH,114,area_code_415,no,no,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1
no,,OR,120,area_code_415,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2
no,,OK,149,area_code_408,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1
no,"Klient: Nadal korzystam z planu 2 GB. Jestem gotowy na pełną aktualizację i chciałbym przenieść moje połączenia głosowe na plan 4G.
Agent TelCom: Rozumiem Twoją sytuację. Z przyjemnością zaktualizuję Twój plan taryfowy do 4G. Może to potrwać do 1-2 dni. Czy chce Pan/Pani zaktualizować swój plan już teraz, czy poczekać, aż to nastąpi?
Klient: Chcę uaktualnić mój plan taryfowy już teraz.
Agent TelCom: Rozumiem. Zidentyfikowałem, że masz mniej niż 18 lat i muszę sprawdzić wiek Twoich rodziców. Jeśli nie masz ukończonych 18 lat.",ID,151,area_code_415,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0
no,,NY,122,area_code_415,no,yes,37,163.0,107,27.71,312.8,118,26.59,200.0,85,9.0,11.6,5,3.13,1
no,"Klient: Uh, voice over IP.
Agent TelCom: Jakiego rodzaju usługę IP pan posiada?
Klient: Mam Internet CableLink DSL i linię telefoniczną T1.
Agent TelCom: Świetnie, cieszę się, że zdecydował się Pan na te dwie usługi, a nie tylko na linię telefoniczną. Co może mi Pan powiedzieć o swojej usłudze?
Klient: Nie mogę w tej chwili podać żadnych szczegółów, ponieważ mój asystent próbuje dowiedzieć się, co mogę zrobić.
Agent TelCom: Dobrze. Jak ma pan na imię?
Klient: Carol.
Agent TelCom: Och, dobrze. Jaki jest Pani numer telefonu?",MS,171,area_code_510,yes,no,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3
no,"Klient: Przykro mi, ale nie widzę żadnych opcji aktualizacji danych.
Agent TelCom: Jaki rodzaj planu taryfowego ma Pan/Pani obecnie?
Klient: Przykro mi, ale nie widzę opcji uaktualnienia planu taryfowego.
Klient: Przykro mi, ale nie widzę opcji uaktualnienia planu taryfowego.
Klient: Przykro mi, ale nie widzę opcji aktualizacji danych.
Klient: Przykro mi, ale nie widzę opcji aktualizacji danych.
Klient: Przykro mi, ale nie widzę opcji aktualizacji danych.
Agent TelCom: Wie pan co, skontaktuję się z panem",WY,109,area_code_415,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2
no,"Klient: W ramach mojego planu, który jest umową na 30 dni, chciałbym przejść na plan głosowy na 30 dni.
Agent TelCom: Dobrze, jaka opcja jest dla Pana najlepsza na dzień dzisiejszy?
Klient: W mojej okolicy obecnie korzystam z usług TelCom, czyli T-Mobile, ale jestem bardzo zadowolony z ich usług, a TelCom jest bardzo profesjonalny. Postanowiłem więc pozostać przy TelCom. Nie mam zamiaru przenosić się do innego operatora ani dokonywać u niego aktualizacji.
Agent TelCom: Teraz wiem, że jesteś zadowolony z TelCom i ich usług, a ja zamierzam zrobić coś następującego",CT,123,area_code_415,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0
no,"Klient: Voice over IP.
Agent TelCom: Ok, pozwól, że sprawdzę z technikami TelCom, czy są jakieś ulepszenia, które możemy wprowadzić do tej usługi.
Klient: Tak.
Agent TelCom: I oddzwonimy do Ciebie.
Klient: Tak, oczywiście.
Agent TelCom: Przy okazji, jest pan naszym pierwszym kontaktem dzisiaj wieczorem, więc jeśli ma pan jakieś dodatkowe pytania, proszę dać mi znać.
Klient: Ok, jasne.
Agent TelCom: Czy jest coś, w czym mogę dzisiaj pomóc?
Klient: Nie, technicy mogą",KS,186,area_code_510,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1
no,"Klient: Wolałbym zmienić plan taryfowy z Rozmowy/tekst na plan taryfowy na transmisję danych. Czy mogę to zrobić dzisiaj?
Agent TelCom: Jasne, przejrzę informacje dotyczące rozliczeń. Dobrze. Dennis, jaki jest Twój numer telefonu?
Klient: 7-1-1.
Agent TelCom: Aha, 7-1-1? W New Jersey, zgadza się?
Klient: Tak.
Agent TelCom: Ok, czy ma Pan/Pani numer telefonu w New Jersey?
Klient: Nie, ale mam numer telefonu w Nowym Jorku.
Agent TelCom: Ok .",SD,121,area_code_415,no,no,0,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1
no,,MO,55,area_code_510,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0
yes,"Klient: Cóż, ja też mam problem z telefonem. W ogóle nie działa. Nie działa przez cały tydzień.
Agent TelCom: Próbowałeś już wszystkiego?
Klient: Tak, linii telefonicznej, połączenia z Internetem, wszystkiego. Każdej rzeczy. Wypróbowałeś je?
Agent TelCom: Nie, niczego nie sprawdzałem.
Klient: Co to znaczy, że nic nie sprawdzałeś?
Agent TelCom: Chodzi mi o to, że nie wychodziłem z domu od półtora tygodnia.
Klient: Ale ja tam byłem!
Agent TelCom: Tak, byłeś tam po to.",ME,92,area_code_415,yes,no,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2
no,"Klient: Nie, w porządku. Chcę uaktualnić moją usługę do wideo, kiedy będzie dostępna.
Agent TelCom: W porządku, skoro otrzymał pan już nasze dokumenty, czy chciałby pan, abyśmy zaprowadzili pana do mojego biura?
Klient: Jasne.
Agent TelCom: Z przyjemnością usiądę dziś z Panem/Panią, aby omówić dostępne opcje. Na początek chciałabym dowiedzieć się, jaki plan taryfowy na transmisję danych klient obecnie posiada.
Klient: Korzystam z planu o wielkości 1 GB.
Agent TelCom: Rozumiem. A ile minut połączeń głosowych lub wideo wykorzystuje Pan/Pani?
Klient: Korzystam z 1 GB a",IA,79,area_code_415,no,no,0,157.5,90,26.78,223.8,83,19.02,241.1,98,10.85,12.2,4,3.29,1
no,"Klient: Chcę podwyższyć taryfę na rozmowy głosowe, SMS-y i nieograniczoną ilość danych.
Agent TelCom: Dziękuję James, to kwalifikowane uaktualnienie. Kiedy należy przynieść nowy telefon?
Klient: Muszę zatrzymać ten telefon na kolejne 18 miesięcy, aby móc go wymienić na nowy po wygaśnięciu umowy.
Agent TelCom: To wspaniała wiadomość, James, nie jesteś pierwszym, który chce dokonać aktualizacji, ale nie jesteś też pierwszym, który prosi o zachętę. Po prostu przynieś swój nowy telefon tak szybko, jak to możliwe.
Agent TelCom: Tak jest.",CO,137,area_code_415,no,no,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1
no,"Klient: Hmm... Głos, tekst.
Agent TelCom: Dobrze, zaraz do pana przyjdę i z przyjemnością pomogę panu w każdy możliwy sposób.
Agent TelCom: Mam kilka pytań. Jaki ma Pan/Pani plan taryfowy?
Klient: VIP.
Agent TelCom: VIP, dla VRS Corporation?
Klient: Tak, moja firma zajmuje się VRS.
Agent TelCom: Więc ma Pan konto VRS pod tą nazwą?
Klient: Tak.
Agent TelCom: Dobrze, jaki jest Twój obecny plan taryfowy?
Klient: Mam duży",NE,135,area_code_415,no,no,0,181.8,92,30.91,159.6,63,13.57,232.4,78,10.46,7.0,6,1.89,0
no,,OR,117,area_code_415,no,yes,38,259.3,94,44.08,245.6,71,20.88,269.3,125,12.12,9.2,1,2.48,3
no,,ID,139,area_code_408,no,no,0,187.4,86,31.86,169.3,116,14.39,153.4,88,6.9,11.7,3,3.16,1
no,"Klient: Chciałbym uaktualnić usługę głosową.
Agent TelCom: Można to zrobić, wchodząc na naszą stronę internetową www.telcom.ca i klikając opcję aktualizacji, znajdującą się po lewej stronie u góry. Można również sprawdzić opcje na stronie www.yourinternetchoice.ca. Dziękuję, Shelly.
Klientka: Bardzo dziękuję, że stoisz po mojej stronie, Shelly.
Shelly: Dziękuję za telefon do TelCom, za obsługę i za cierpliwość. Jeśli potrzebujesz pomocy, skontaktuj się z nami pod numerem 1-888-946-.",TN,148,area_code_415,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1
yes,"Klient: Zapisałem się na miesiąc darmowego wi-fi. I właśnie dostałem list, w którym poinformowano mnie, że mam otrzymać kolejny miesiąc bezpłatnego korzystania z usługi standardowej. Chcę z tego zrezygnować.
Agent TelCom: Czyli, aby zrezygnować z usługi wi-fi, należy skontaktować się z naszym działem rozliczeń i poprosić o anulowanie usługi wi-fi?
Klient: Tak.
Agent TelCom: OK, więc co rozumiesz pod pojęciem ""usługa standardowa""?
Klient: Powiedziałbym, że jest to połączenie w obie strony. Jeśli więc jestem w domu i korzystam z mojego laptopa przez sieć Wi-Fi, a następnie",NH,125,area_code_415,yes,no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0
no,"Klient: Głos jest dla mnie najważniejszy, dziękuję!
Agent TelCom: Racja. To będzie szybka aktualizacja. Dzisiaj obowiązuje 15 USD zniżki na aktualizację umowy na usługi głosowe. Chciałbym zamknąć tę sprawę i zabrać Cię do naszego działu rozliczeń, abyś mógł zapłacić za swoją aktywną miesięczną umowę.
Klient: Tak, ma pan rację, oddzwonię do pana za chwilę.
Agent TelCom: To świetnie, dziękuję. Wyślę tam kod aktywacyjny.
Klient: Dobrze.
Agent TelCom: A następnie musimy dostarczyć do mojej skrzynki pocztowej aktywny rachunek miesięczny,",NV,96,area_code_408,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3
no,"Klient: Głos
Agent TelCom: Cześć William, jestem Roland. Odezwę się do ciebie wkrótce i podam numer twojego zamówienia?
Klient: Jasne, oddzwonię do Ciebie. Do widzenia.
Klient: Miło jest porozmawiać z kimś, kto naprawdę rozumie technologię, z którą mamy do czynienia. Jeśli kiedykolwiek będzie Pan potrzebował pomocy, proszę się do mnie zwrócić.
Klient: Jestem bardzo zadowolony z usług TelCom i byłbym zachwycony, gdyby udało mi się zachować moje obecne usługi. Doceniam ich profesjonalizm i pomoc, jaką zapewniają swoim klientom.
Klient: Miło mi to słyszeć, William. Jakie plany taryfowe na transmisję danych są obecnie dostępne?",MN,122,area_code_415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2
no,"Klient: Nie jestem pewien, czy to jest to samo. Muszę porozmawiać z kimś, kto zna dokładnie warunki umowy, którą obecnie posiadam.
Agent TelCom: Dobrze. Proszę do mnie zadzwonić, a ja to wyjaśnię.
Klient: Czyli mówiąc o dokładnych warunkach, ma Pan na myśli warunki umowy?
Agent TelCom: Tak, dokładne warunki umowy, której abonent jest obecnie abonentem.
Klient: Nie jestem pewien, jaka jest różnica między rozmową głosową a tekstową.
Agent TelCom: Cóż, głosowe",VT,101,area_code_510,no,no,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1
no,"Klient: Obecnie w moim rejonie koszt połączenia głosowego wynosi 20,00 USD/miesiąc, a koszt wiadomości tekstowych 10,00 USD/miesiąc. Chciałbym podwyższyć cenę do 22,00 USD/miesiąc za połączenia głosowe i 12,50 USD/miesiąc za wiadomości tekstowe.
Agent TelCom: W umowie jest zapisane, że w ciągu najbliższych 30 dni otrzyma Pan/Pani podwyżkę.  I proszę podpisać ten formularz.
Klient: Na tej stronie internetowej opublikowałem informację o tym, że mam umowę z firmą TelCom i że w ciągu najbliższych 30 dni zostanie ona zaktualizowana. Wysłałem ten formularz na ich stronie internetowej i zamierzam",MD,120,area_code_415,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0
no,"Klient: Chciałbym zmodernizować mój telefon, ponieważ ostatnie telefony działały bardzo wolno i szukam nowego telefonu.
Agent TelCom: Dziękuję, David. Ile to będzie kosztować i gdzie ma być dostarczone?
Klient: Normalnie kosztowałoby to około $1194,00 na 2 lata plus podatek. Znajduję się na terenie lekko zurbanizowanym, dlatego chciałbym, aby przesyłka została dostarczona przez kuriera lub pocztą.
Agent TelCom: Proszę podać mi swój numer telefonu. Koszt powinien wynieść około 12,16 USD plus podatek.
Klient: Tak. Wiem dokładnie, ile to jest. Mój numer telefonu to",MA,80,area_code_408,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2
no,"Klient: Chciałbym rozszerzyć mój plan taryfowy na rozmowy głosowe i SMS-y.
Agent TelCom: Wspaniale. Czy jest jeszcze coś, w czym możemy pomóc?
Klient: Od kilku lat dostaję na telefon dwa SMS-y tygodniowo i nagle ich nie wysyłam. Włączyłem wszystkie alarmy w telefonie i nic! Nie włączają się i nie wyłączają!
Agent TelCom: To częste zjawisko. Możesz sprawdzić, czy któryś z alarmów został ustawiony i czy jest aktualnie włączony lub wyłączony. Czy jest jeszcze coś, co pomogłoby nam zidentyfikować problem?
Klient: Mój telefon nie włącza się.",WI,73,area_code_415,no,no,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0
no,,MN,84,area_code_415,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1
no,"Klient: Tekst.
Agent TelCom: Dobrze. Czy jest jeszcze coś, o czym chciałby Pan ze mną dzisiaj porozmawiać?
Klient: Nie ma nic więcej, o czym chciałbym z panią porozmawiać. Dziękuję.
Agent TelCom: Dziękuję. Jak długo potrwa aktualizacja usługi do nowego planu?
Klient: Dziesięć minut.
Agent TelCom: Więc to będzie 30,00 USD. Czy zechce pan tu chwilę poczekać, gdy będziemy nad tym pracować?
Klient: Jasne. Wezmę swój telefon.
Agent TelCom: Dobrze. Cóż, Mary, zapłacisz $",AR,156,area_code_415,no,no,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1
no,"Klient: Zwykły pakiet danych, który obecnie posiadam, będzie mi odpowiadał.
Agent TelCom: Nie ma sprawy. Jakiego koloru obrączkę ma Pan/Pani na palcu?
Klient: Brązowy.
Agent TelCom: Brązowa obrączka. Jeśli chcesz, możesz zostawić swój numer.
Agent TelCom: Dziękuję za telefon. Jak długo trwa zazwyczaj proces aktualizacji?
Klient: Kilka dni lub krócej.
Agent TelCom: Fajnie. Skąd będzie pan odbierał połączenie?
Klient: Portland.
Agent TelCom: Tak, proszę pani, pod adresem 950 NE Stark St.
Klient:",NH,111,area_code_510,no,no,0,197.1,117,33.51,227.8,128,19.36,214.0,101,9.63,9.3,11,2.51,0
yes,"Klient: Chciałem się dowiedzieć, czy moja kaucja jest już wymagalna?
Agent TelCom: Och, nie mogę powiedzieć, że jest należna. Ale to do Ciebie należy sprawdzenie, czy jest należna.
Klient: No to chyba nie mogę jej zapłacić w całości.
Agent TelCom: W sumie to bez znaczenia. Jeśli nie chciałeś zapłacić pełnej kwoty, powinieneś był wynegocjować inną umowę.
Klient: Zgadza się, nie chciałem podpisywać umowy z TelComem.
Agent TelCom: Ach tak? Trzeba było powiedzieć im o tym wprost.
Klient: Tak, ale myślałem, że warunki umowy mówią, że jestem",DE,120,area_code_415,no,no,0,253.2,95,43.04,210.8,86,17.92,253.9,81,11.43,9.5,4,2.57,5
