churn,chat_log
yes,"Klient: Cóż, to nie jest za mało, ale myślę, że było kilka ... rzeczy, które działały z Internetem, a mój Internet jest opóźniony, a prędkości przesyłania nie są tym, czym powinny być.
Agent Telcom: OK, więc po prostu dam ci znać, że usługa nie jest w tej chwili kompletna, więc będziemy musieli zmienić nasz telefon z tobą.Czy mogę się z tobą skontaktować telefonicznie?
Klient: Nie, nie widzę cię na moim telefonie.
Agent Telcom: OK, więc nie widzisz mnie na moim telefonie.Zacznę od stwierdzenia, że nazywam się Meg"
no,"Klient: To aktualizacja głosu za 12 USD miesięcznie.
Agent Telcom: To 15,00 $ w ciągu najbliższych 12 miesięcy, jeśli zostaniesz w Telcom.
Klient: Dziękuję.Jak długo zajęłoby uzyskanie aktualizacji?
Agent Telcom: Prawdopodobnie byłoby to około 3 do 5 dni.Jestem pewien, że masz wiele pytań.Jak masz na imię?
Klient: [zredagowany]
Agent Telcom: [zredagowany]
Klient: [zredagowany]
Agent Telcom: Ludzie nazywają mnie Amy.A jaki jest twój numer telefonu?
Klient: [zredagowany"
no,
yes,"Klient: Naprawdę niewiele rozumiem, ale przede wszystkim nie lubię utknąć w dysku twardym, który po prostu nie zadziała i nie mam żadnych problemów z usługą internetową.
Agent Telcom: Okej, myślę, że to tylko, że moi technologiczni są naprawdę dobrzy i mają duże doświadczenie w tych obszarach, więc wiedzieli, że mogą to naprawić.Chcesz spróbować się z nimi skontaktować?
Klient: Jasne.
Agent Telcom: Więc chcesz zadzwonić?
Klient: Oczywiście.
Agent Telcom: Świetnie.Świetny.Świetny.Więc możesz do nich zadzwonić ...
Klient: 773"
yes,"Klient: Mam kilka problemów z usługą i chciałbym rozwiązać umowę, aby móc mieć lepszą, bardziej konkurencyjną ofertę.
Agent Telcom: OK.A jaki jest jedyny problem z usługą?
Klient: Mam ten sam problem od około miesiąca i jest po prostu, robi się gorzej i gorzej i nie jestem zadowolony.
Agent Telcom: OK.Dlaczego po prostu nie skontaktujesz się z obsługą klienta, a my zajmiemy się tym?
Klient: OK.Dobra.Czy możesz mi pokazać sposób, aby to zrobić?
Agent Telcom: Jasne.Nie mam imienia osoby, która"
no,
no,"Klient: To samo.Chciałbym zaktualizować do największej prędkości transferu i najwyższej przepustowości danych.
Agent Telcom: Świetnie, mogę zaoferować maksymalnie prędkość pobierania 100 Mb / s plus 5 GB danych o dużej prędkości miesięcznie.Możemy więc zaoferować ci limit danych 10 GB miesięcznie w pakiecie prędkości pobierania do 100 Mb / s i danych o wysokiej prędkości 5 GB.Możemy więc zaoferować ci limit danych 10 GB miesięcznie, a może nawet limit danych 50 GB, jeśli tego chcesz.Chcę ci przypomnieć, że naszą polityką jest to, że jeśli masz inne umowy, będą one"
no,"Klient: Chciałbym uaktualnić usługę telefonu komórkowego.
Agent Telcom: Świetnie!Mam teraz nasz umowę.Mamy roczną umowę o ograniczonym okresie bez depozytu.
Klient: OK, świetnie, dziękuję.Więc co chciałbyś zrobić, aby ulepszyć?
Agent Telcom: Cóż, możemy zacząć od uzyskania Twojego nazwiska i numeru telefonu, a następnie możemy zacząć od przekazania warunków umowy.
Klient: OK, możesz po prostu podać mi swój numer telefonu?
Agent Telcom: To -6360821685.
Klient:"
no,
no,
yes,"Klient: Chciałbym teraz anulować umowę.Mój Internet nie działa dla mnie, ponieważ wciąż spada.Jest bardzo powolny i jest wyjątkowo niewiarygodny.Miałem nadzieję, że Telcom będzie w stanie rozwiązać mój problem, zanim anuluję.
Agent Telcom: Cóż, moim zdaniem, jest kilka rzeczy, które możesz zrobić, aby rozwiązać problem.Jest kilka rzeczy, które chcemy, abyś zrobił pierwszy.Możesz być w stanie…
Klient: Nie wiem, jak to zrobić!
Agent Telcom: Cóż, jestem pewien, że możesz oddzwonić za kilka dni i mogę ci w tym pomóc.Musiałbyś mi pozwolić"
no,"Klient: Nie jestem jeszcze pewien, ale chciałbym uaktualnić szerokopasmowy łącznik.
Agent Telcom: Great Lisa.Brightline chętnie z Tobą współpracuje, aby to zrobić.Jak szybko możesz rozpocząć proces aktualizacji?
Klient: Nie wiem, czy Brightline będzie w stanie to zrobić w ciągu najbliższych kilku dni, ale.
Agent Telcom: Great Lisa.Brightline będzie z tobą współpracować, aby to zrobić.Wkrótce się z tobą skontaktuję.
Klient: Dziękuję bardzo.
Agent Telcom: Dziękuję bardzo Lisie.Czy mogę zadać ci jeszcze kilka pytań dotyczących Twojego zamówienia?
Klient"
no,"Klient: Chciałbym głos i tekst.
Agent Telcom: OK.A kiedy możesz spodziewać się odpowiedzi?
Klient: Która jest teraz godzina?
Agent Telcom: Otrzymujemy teraz telefon, albo możesz oddzwonić za godzinę?
Klient: Chciałbym zadzwonić za godzinę.
Agent Telcom: OK.A co z czasem trzymania?
Klient: Och, 45 minut.
Agent Telcom: OK.Co powiesz na numer telefonu dla osoby kontaktowej?
Klient: Cóż, nie mam teraz numeru.mogę do ciebie zadzwonić"
yes,
no,"Klient: Chciałbym zaktualizować mój głos i chciałbym zaktualizować mój tekst.
Agent Telcom: Otrzymaliśmy Twoją prośbę i przeprowadzimy zaplanowane aktualizację.O co chciałbyś do mnie zadzwonić?
Klient: Chciałbym zaktualizować moje konto o numer karty kredytowej.
Agent Telcom: Przepraszam Daniel, nie zostałeś jeszcze ulepszony.Czy mogę otrzymać raport z postępu na temat Twojej obecnej usługi?
Klient: Tak, chciałbym znieść kredyt w wysokości 20,00 USD na moim koncie.
Agent Telcom: Dziękuję Daniel.Sprawdź, czy możesz znaleźć swoją kartę kredytową"
no,"Klient: Chciałbym zaktualizować umowę do nieograniczonego głosu i SMS -ów, a także chcę zaktualizować do 100 GB danych.
Agent Telcom: A co z 12 -miesięczną umową?
Klient: Cóż, kupiłem 12 -miesięczny kontrakt, ale chcę zaktualizować telefon i myślę, że powinienem uzyskać nową umowę.
Agent Telcom: Przykro mi to słyszeć, że Kenneth.Nie mogę się doczekać ponownego rozmowy z tobą.
Klient: Jasne, z pewnością oddzwonię w tym czasie.
Agent Telcom: Dziękujemy za skontaktowanie się z Telcom.Nie wahaj się skontaktować z nami ponownie, kiedy chcesz"
no,
no,"Klient: Chciałbym zaktualizować usługę głosową do VoIP.
Agent Telcom: Bardzo dobrze.Jaki jest twój nowy numer umowy?
Klient: 9475679676.
Agent Telcom: Dziękuję Helen.A ile chciałbyś zapłacić za usługi VOIP?
Klient: 6.00.
Agent Telcom: Dziękuję Helen.Czy miałbyś coś przeciwko, gdybyśmy mogli sprawdzić obecną umowę na Twoim koncie?
Klient: Bez problemów.
Agent Telcom: Jak widać na podstawie szczegółów, które mamy dla Twojego konta, używasz wielu danych.My"
no,"Klient: Cieszę się planami połączeń i chciałbym uaktualnić do większego planu danych.
Agent Telcom: Dziękujemy za komentarz Cathy, twój nowy plan połączeń będzie:
Dane: 250 MB/50 minut + nieograniczone SMS i MMS (nie na to, że mi zależy) 50 GB za 59,95 USD
Głos: 250 minut/50 SMS -ów + Nieograniczone MMS (nie to, że mi zależy) 500 minut Dane za 29,95 USD
Po zakończeniu aktualizacji planu połączeń, a jeśli Twoja usługa jest tak dobra, jak to było w ciągu ostatnich kilku tygodni, wyślemy kredyt na rachunek za 25 USD"
no,"Klient: głos.
Agent Telcom: Jaki jest Twój obecny plan telefoniczny?
Klient: Nie pamiętam mojego planu.
Agent Telcom: Jak długo byłeś w Telcom?
Klient: sześć lat.
Agent Telcom: jaki rodzaj Internetu jest dostępny dla Ciebie?
Klient: Lubię Netflix i Amazon Prime i mam pudełko Roku 3.
Agent Telcom: OK, będę potrzebować bieżącej daty umowy.Z przyjemnością spróbuję potwierdzić twój obecny plan lub przekazać ci wycenę nowego planu, jeśli wolisz.
Klient: pozwól mi zadzwonić"
no,"Klient: Mam na myśli, że jestem z nimi trochę teraz i są bardzo responsywni, więc - chcę uaktualnić do routera, standardowego domyślnego, aby mieć wszystkie moje konfiguracje.
Agent Telcom: Doskonały wybór, pójdę naprzód, wezmę twoją prośbę i wkrótce skontaktuj się z Tobą.
Klient: Dziękuję bardzo!A nowy router będzie gotowy i czeka na dostawę w następnym tygodniu - chciałbym powiedzieć, że jesteście świetnym towarzystwem.Jest to dobrze, że ty i twój personel jesteście bardzo profesjonalni i bardzo pomocni, bardzo kompetentni.
Agent Telcom: i"
no,"Klient: To około 6 USD miesięcznie na głos i tekst.
Agent Telcom: Och, tyle?To trochę mniej niż 2 USD miesięcznie?
Klient: Tak, tak.
Agent Telcom: Fantastyczne, dziękuję.Czy mogę przejść przez proces?
Klient: Jasne.Jeśli pobrałem jakieś aplikacje, które kosztują pieniądze w Telcom, chciałbym je również zaktualizować do bezpłatnych aplikacji.
Agent Telcom: Doskonały.Bardzo dobrze złożony Wilma.Pozwól, że zadam ci kilka pytań…
Klient: Jasne, odpowiem na nie.
Agent Telcom"
no,"Klient: Chciałbym zaktualizować mój głos.Jestem w USA.
Agent Telcom: Świetnie, chętnie uaktualnię nasze usługi, aby umożliwić z nami porozmawiać za pośrednictwem aplikacji.I chciałbym, abyś sprawdził stary telefon pod kątem fałszywych opłat lub ustawień, które mogły się zmienić od czasu dzwonienia do Telcom.Czy chciałbyś wypróbować swoje stare porównania numerów?
Klient: Jasne.Nie mogę tego znaleźć.
Agent Telcom: OK, mogę to znaleźć dla Ciebie.Możesz wypróbować swój stary numer dial-up tutaj ...
Klient: Nie, to nie działa na moim starym"
no,"Klient: Chciałbym zaktualizować mój pakiet głosowy tylko do tekstu.
Agent Telcom: W porządku, ile chciałbyś za to zapłacić?
Klient: 24,99 USD
Agent Telcom: rozliczenie za to wynosi 0,00 USD.Czy chciałbyś zarezerwować to na jednym z naszych spotkań?
Klient: Jasne.
Agent Telcom: a jeśli chcesz anulować swoje usługi, możemy zwrócić Ci zwrot w ciągu 3 dni od daty wydania.
Agent Telcom: Dziękujemy za zadzwonienie do Telcom.Mam nadzieję, że wkrótce się odezwiesz.
Agent Telcom: W porządku, miłego dnia"
no,"Klient: Chcę zaktualizować mój plan danych do 100 megabajtów, głos do 150 megabajtów i SMS -a do 5 megabajtów.
Agent Telcom: OK, więc będziemy musieli wydać Ci nowy rachunek.Czy chciałbyś zamówić nowy rachunek online?
Klient: Tak, chciałbym dziś zamówić go online.
Agent Telcom: OK, damy Ci nowy rachunek za ten miesiąc i możesz go odebrać w naszej lokalizacji przy 10 East 3rd Street w Lubbock jutro po południu.
Agent Telcom: musisz jutro przynieść swój obecny rachunek do naszego biura.
Klient:"
no,
no,
no,"Klient: Chcę uaktualnić z głosu do tekstu.
Agent Telcom: Cieszę się, że Michael.Pracuję z różnymi narodami na całym świecie.Nigdy wcześniej o czegoś takiego nie słyszałem.Kiedy wlewasz głos do telefonu, jak uzyskać kompatybilne połączenie internetowe?
Klient: Cóż, zastanawiałem się nad tym i zastanawiam się, wiesz, pobierając muzykę i filmy, jeśli to wszystko będzie działać z wydaniem 3.0 twoich usług, czy to zadziała?
Agent Telcom: Nie polecam pobierania muzyki i filmów podczas usługi ze względu na rozmiar plików i jak duże"
no,"Klient: głos, tekst i niektóre dane.
Agent Telcom: Dziękuję Scott.Z przyjemnością Ci dzisiaj pomogę.Wyślę Ci aktualizację na Twoim koncie, a następnie porozmawiamy o aktualizacji do Twojej usługi.
Agent Telcom: Gdy będziemy mieli trochę czasu na rozmowę o tej aktualizacji, chciałbym poinformować, że dodajemy nowych klientów i zaczęliśmy widzieć wzrost połączeń telefonicznych i podchodzących tekstów.Zauważyliśmy również wzrost naszych pobierania.To wszystko, co zauważamy, więc dam ci znać, kiedy skończymy nasz czat."
no,
no,"Klient: Chcę uaktualnić z nieograniczonych danych do nieograniczonego głosu.
Agent Telcom: Obecnie oferujemy nieograniczone dane z 50 GB danych miesięcznie.Jeśli masz jakieś pytania, daj znać.
Klient: Dzięki, czy mogę porozmawiać z moim przełożonym?
Agent Telcom: Jasne Victoria.Mogę zacząć od przejęcia Twojego bieżącego planu danych.
Klient: Dziękuję bardzo Telcom!Jestem bardzo zadowolony z szybkości i jakości usługi, którą otrzymałem.Chciałbym zaktualizować mój plan do nieograniczonego głosu.
Agent Telcom: lub zadzwoń do nas w dowolnym momencie, jeśli masz dodatkowe pytania.
Klient: Dziękuję"
no,"Klient: SMS -y, mogę chcieć zaktualizować mój pakiet przewodowy do bezprzewodowego.Szukam najlepszego planu, który obecnie daje mi najlepszy stosunek jakości do ceny.
Agent Telcom: Jaki masz obecnie telefon.Przepraszam, że nie mam telefonu danych, który możemy zobaczyć.
Klient: Tak, mam Samsung Galaxy S2.
Agent Telcom: Świetnie, Galaxy S2 jest również telefonem obsługującym tekst i byłby świetny dla użytkownika.Widzimy, co chciałbyś zrobić.
Podjęto także próbę wykonania podobnego wezwania do"
yes,"Klient: Cóż, byłem bardzo zadowolony z Telcom, z wyjątkiem faktu, że prędkości Internetu są zbyt wolne.To jest jak 5-10 Mb / s w dół i około 1,5-2 Mb / s.I nie mogę uzyskać usług torrentowania w Telcom, zamiast tego używam torrentów. TO i to mniej więcej takie same.
Agent Telcom: OK, to bardzo niezwykła historia.Na pewno przyjrzymy się temu.Ale jeśli możesz ustawić połączenie z naszym centrum kontaktowym, a dostanę cię tak szybko, jak to możliwe.
Klient: Dziękuję!Bardzo dobry.W porządku, więc zamierzam to zrobić.Ale ja"
no,"Klient: głos.
Agent Telcom: Świetnie!Pozwól mi tylko potwierdzić na Twoim koncie.Więc masz już usługę głosową, czy chciałbyś, aby została zaktualizowana, czy obecnie go masz?
Klient: Mam usługę głosową, to mój telefon stacjonarny.Tak, mam usługę głosową i mogę ją uaktualnić do telefonu komórkowego.Mogę to zrobić teraz z Telcom.
Agent Telcom: Świetnie!Cóż, możesz to zrobić dzisiaj.Dziękuję za informację Mary, miłego dnia!
Klient: Do widzenia!PA pa!"
no,"Klient: Tylko głos.Niestety nie mam planów aktualizacji.
Agent Telcom: Rozumiemy to.Kiedy będziesz gotowy do aktualizacji, możesz do mnie zadzwonić pod numer (416) 690-0044.Możesz również wysłać mi wiadomość e -mail na adres niranyhq@telcon.com.Miłego dnia!
Klient: Dziękuję bardzo.Będę czekać na wiadomość od ciebie.
Agent Telcom: Świetnie.Nawiasem mówiąc, chciałbym zobaczyć plan, w którym obecnie jesteś.Plan dystrybucji czy porównywalna usługa?
Klient: Obecnie mam plany dyskontowane z dyskontowanym dystrybucją z Bell."
no,
no,"Klient: Będę uaktualnić mój głos na IP.
Agent Telcom: OK, tak.Przykro mi to słyszeć.A jaką nazwę chciałbyś podać nowy system IP?
Klient: przekaźnik głos
Agent Telcom: Przepraszam, jak długo przewidujesz to aktualizację?
Klient: Zakładam, że zajmie to około 12 miesięcy od daty dostarczenia nowego systemu IP.
Agent Telcom: A kiedy otrzymasz aktualizację?
Klient: Spodziewam się, że zostanie ukończony 1 maja.
Agent Telcom: Świetnie!To wspaniale"
no,"Klient: Naprawdę chcę zobaczyć dane, po prostu nie rozumiem, dlaczego ich nie mają.
Agent Telcom: Co możesz mi powiedzieć o planach danych Telcom?
Klient: Wiem, że Telcom nie jest zbyt responsywny, ale ponieważ przeprowadziłem się tutaj, bardzo trudno jest uzyskać uczciwe dane.
Agent Telcom: Przepraszam, dlaczego tak jest?
Agent Telcom: Obawiam się, że wydaje się, że istnieje problem z połączeniem z naszym połączeniem danych, co powoduje nam pewne problemy.
Klient: Wiesz, w porządku, mogę się skontaktować z technologią"
no,"Klient: Byłem bardzo zadowolony z usługi, którą otrzymałem od Telcom i chciałbym zaktualizować moją umowę.
Agent Telcom: Bardzo dobrze.Zaoferuję ci nową, wyższą cenę.Jak bardzo jesteś zainteresowany i jaka jest nowa cena?
Klient: Nie jestem pewien, czy rozumiem pytanie.Jak bardzo podniósłbyś moją cenę?
Agent Telcom: Przykro mi, że nie mogę teraz dać ci ceny, ale już zacytowałeś cenę inną firmę i podążasz za wskazówkami.Więc pokażę ci, jak.
Klient: OK"
no,
no,"Klient: Wszystkie trzy.
Agent Telcom: Świetny, świetny.I jak długo musisz to zarejestrować i ile to kosztowało?
Klient: To świetne pytanie.Chciałbym podpisać umowę w ciągu najbliższych kilku tygodni i chciałbym zaktualizować pakiet usług, który obejmuje zarówno aktualizację telefonu, jak i koszt nowego telefonu.
Agent Telcom: Świetny, świetny.I czy chciałbyś, żebym spróbował uzyskać na to cytat, a jeśli tak, który byłby dla ciebie najlepszy?
Klient: To świetne pytanie.Chciałbym uaktualnić do D"
no,
no,"Klient: głos, tekst i dane.
Agent Telcom: jaka jest konkretna opłata za aktualizację, jeśli w ogóle?
Klient: 120,00 £
Agent Telcom: Dziękuję, twój telefon zostanie przekazany mojemu przełożonemu.
Agent Telcom: Dziękuję Beau, jesteś Telcom i nazywam się Susie.Czy mogę zacząć od otrzymania twojego imienia i numeru telefonu?
Klient: Tak, cześć.To Beau, a mój numer telefonu to 0511669788.
Agent Telcom: Dziękuję Beau.I jak mogę ci dzisiaj pomóc?
Klient: Byłem bardzo"
yes,"Klient: Cóż, mam dziś wiele problemów z Internetem, a kiedy zadzwoniłem, przedstawiciel obsługi klienta zgodził się spróbować ze mną pracować.W końcu do mnie zajęło trzy godziny, i wtedy poprosiłem ich o przesłanie mi zdjęcia problemu.tak jak nie.Facet nie mógł nawet na to odpowiedzieć.W końcu wróciłem na Facebooka, aby zobaczyć, co mówią inni ludzie, i okazuje się, że Telcom oszukuje ludzi z pieniędzy, obiecując rozwiązać problem, ale nie robiąc tego.
Agent Telcom: Och, masz na myśli problem, który masz z usługą?
Klient: Racja."
no,"Klient: SMS -y.Co powiesz na dwa dolary plus jeden dolar do wysyłki.Dziękuję Ci.
Agent Telcom: Dziękuję Florence.Czy tworzysz plan płatności z Telcom?
Klient: Tak, jestem.
Agent Telcom: Świetnie.Zobaczę, czy mogę uzyskać ci cytaty od innych kontrahentów, mam kilku innych kontrahentów w okolicy, z którymi chciałbym pracować.Jak długo zajęłoby ci praca?
Klient: W tym tygodniu, na pewno mogę to zrobić.
Agent Telcom: Świetnie.Dziękuję bardzo za dzwonienie do mnie.Miłego dnia."
