churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Cóż, uaktualnię z planu nieograniczonego o wartości 34 USD/miesiąc do planu nieograniczonego 57 USD/miesiąc, więc chciałbym zaktualizować z nieograniczonego głosu, tekstów nieograniczonych i nieograniczonych danych za 67 USD miesięcznie.
Agent Telcom: Dziękuję Kellie.A co z planem, do którego będziesz się aktualizować?
Klient: Zamierzam uaktualnić do nieograniczonego planu 199 USD miesięcznie, więc chciałbym zaktualizować z nieograniczonego planu 54 USD/miesiąc do nieograniczonego głosu, nieograniczonego tekstu i nieograniczonych danych, za 149 USD/miesiąc.
Agent Telcom: Cóż Kellie,",WV,94,area_code_510,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4
no,,HI,49,area_code_510,no,no,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1
no,,MT,94,area_code_415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0
no,"Klient: Chciałbym uaktualnić z głosu do tekstu
Agent Telcom: Doskonały.Ile to kosztowało?
Klient: Chciałbym jeszcze 50,00 $.
Agent Telcom: Świetnie.Poczekaj tutaj, kiedy przenoszę te fundusze.
Klient: tylko sekunda.
Agent Telcom: Czy masz jakieś inne pytania?
Klient: Nie, dziękuję.Musiałem tylko zadzwonić, aby powiedzieć im, aby przenieśli pieniądze, aby mogli je zdobyć.
Teraz spójrzmy na stronę cenową.Jeśli klikniemy koszt oferty 50,00 USD, otrzymujemy stronę",WY,63,area_code_415,no,no,0,120.1,103,20.42,179.2,132,15.23,127.3,82,5.73,6.3,4,1.7,1
yes,"Klient: Mam problemy z łącznością i jest to absolutnie nie do zniesienia.Miałem ten sam problem przez ostatnie kilka miesięcy.Każdego dnia nie mogę korzystać z Internetu i trwa od dłuższego czasu.
Agent Telcom: Cóż, był to wybór zakupu lub leasingu.
Klient: Tak, to było.Ale teraz, po wydaniu 2 000 000 wygranych, po prostu nie mogę korzystać z Internetu.
Następnie ponownie kontynuowałem e -mail.
Agent Telcom: Tak, w porządku.Czy mogę cię zapytać, jakie masz problemy?
Klient: Zasadniczo nie mam",WY,97,area_code_510,yes,no,0,236.9,107,40.27,157.6,105,13.4,241.0,120,10.85,7.3,2,1.97,0
no,"Klient: głos.
Agent Telcom: Bardzo dobrze zrobione, Anita.Może teraz chcesz porozmawiać z jednym z telemarketrów na drugim końcu.Pozwól, że zadam ci kilka pytań.Jak masz na imię?Skąd jesteś?A jaki jest twój cel do nazywania Telcom dzisiaj?
Klient: Jestem szczery i mieszkam w Illinois.Dzwonię, aby porozmawiać z agentem Telcom.
Agent Telcom: To świetny, szczery, więc jaki jest twój numer telefonu?
Frank: 5202462104.
Agent Telcom: Dziękuję Frank i rozumiem, że szukasz tel",AZ,100,area_code_415,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1
no,"Klient: Chciałbym zaktualizować mój plan danych do planu danych komórkowych Zetela Telcom.
Agent Telcom: Oprócz powyższego, a co z telefonem?
Klient: Mam iPhone'a 5.
Agent Telcom: Dziękuję Carroll.Czy chciałbyś zatrzymać telefon oprócz połączenia?
Klient: Tak.Daje mi to większą elastyczność w użyciu danych.
Agent Telcom: Dziękuję, Carroll.Czy chciałbym, żebym oddzwonił za kilka minut, aby omówić twój plan?
Klient: Jasne.*Agent Telcom odjeżdża ją z powrotem.Pierwszy telefon",NM,68,area_code_408,no,no,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3
no,"Klient: głos.
Agent Telcom: Fantastyczny, przykro mi to słyszeć.Muszę to zrobić, muszę przeciągnąć mój istniejący kontrakt do nowego.Czy potrafisz podnieść swoje konto i ponownie zmieniać linię?
Klient: Jasne, mam to tam.
Agent Telcom: Zajmie to trochę czasu.Otwórz bieżący telefon, wybierz /861, a następnie wybierz nowy numer telefonu i naciśnij (*), aby się połączyć.
Klient: OK.
Agent Telcom: Dziękuję Garry.Teraz potrzebujemy przynieść swój dzwonek i blokadę i",VT,75,area_code_510,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1
yes,"Klient: Cóż, już zbyt długo jestem w Internecie.Część pakietu, którą wybrałem, to miesiąc, pół miesiąca lub cokolwiek innego i ale wciąż jestem obciążony za miesiąc, którego nie korzystałem.
Agent Telcom: Och, to bardzo niefortunna Margaret.Czy jest coś, co pomoże ci w takiej sytuacji?
Klient: Tak, po prostu anuluję umowę, ponieważ chcę, aby Internet był tak tani, jak to możliwe.
Agent Telcom: OK.Cóż, zmienimy pakiet na coś bardziej rozsądnego dla Ciebie.Czy mogę ponownie podać szczegóły?
Klient: Przepraszam.Czy mogę mieć szczegóły",VA,92,area_code_510,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3
no,"Klient: głos i tekst, proszę.
Agent Telcom: Coś jeszcze o twoim umyśle?
Klient: Zauważyłem, że niedawno otrzymałem bardzo wolną szybkość Internetu w mojej usłudze.Zauważyłem również, że moje dane mogą być czasami bardzo powolne.Jakieś pomysły na temat tego, dlaczego tak się dzieje?
Agent Telcom: Będziemy się tym dzisiaj zająć.Nie jestem pewien, czy jest to problem z wydajnością, problem ze sprzętem.Będę to sprawdzić.Dziękuję za zadzwonienie do Telcom.
Agent Telcom: Jak mogę Ci dzisiaj pomóc?
Klient: Chciałbym wiedzieć, co",DC,68,area_code_415,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1
no,"Klient: Dane, tak, chciałbym przenieść moje dane do Telcom.
Więc kiedy spróbujesz coś dostać za pośrednictwem Telcom, otrzymasz opcję aktualizacji usługi lub opuszczenia bieżącej usługi i kontynuowania otrzymywania usługi telefonicznej za pośrednictwem obecnego dostawcy.Agent Telcom przyjmie twoje informacje, porozmawia z zarządzaniem Telcom i opracuje aktualizację do obecnej umowy.
Ponieważ Telcom opiera się na agentach obsługi klienta, aby poradzić sobie z klientami, firma stara się potwierdzić, że są wystarczająco dobrzy, aby robić interesy.To, co tu widzisz, to połączenie",WA,121,area_code_408,no,no,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2
no,"Klient: SMS i DTMF.
Agent Telcom: W porządku Andrew proszę o oddzwonienie, chętnie Ci pomożemy.
Klient: OK, dziękuję.Do widzenia.(Agent Telcom)
Klient: Cześć Jeff.Powiedziałeś, że nie chcesz uzyskać swojego imienia i numeru telefonu, prawda?
Agent Telcom: Paliłem i to wszystko, co powiem.
Klient: OK, myślisz, że otrzymałbym negatywne recenzje.
Agent Telcom: Nie sądzę, żeby Andrew bez względu na to, jak masz na imię.
Klient: Dlaczego nie.Czy masz więcej niż",WY,34,area_code_408,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1
no,,MA,102,area_code_510,yes,no,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0
no,"Klient: Tak, proszę, uaktualnij moją usługę do głosu.
Klient: Cześć.Jestem zwycięzcą i mam problem z moją usługą i chcę z kimś o tym porozmawiać.
Agent Telcom: Och, tak, mogę to zrobić.Czy chciałbyś porozmawiać z naszym kierownikiem serwisu?
Klient: Tak, proszę.
Agent Telcom: Dziękuję Victor.Teraz zamierzam to dla ciebie skonfigurować.Jakie jest twoje imię i numer telefonu?
Klient: O tak, nazywam się Victor, a mój numer telefonu to 5436492047.
Agent Telcom: Dobrze to słyszeć.I",MD,67,area_code_415,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2
no,"Klient: Chciałbym uaktualnić ofertę pakietu, która obejmuje zarówno głos, jak i tekst i chciałbym wybrać listę pakietów dostępnych w mojej okolicy.
Agent Telcom: Dziękuję Helen.Dokąd chciałbyś uaktualnić?
Klient: Myślę, że teraz chciałbym uaktualnić do dowolnego jednego z pakietów, które ma najlepsze oferty pakietów w mojej okolicy.
Agent Telcom: Doskonale, cieszę się, że wybrałeś ofertę pakietu, z którą czujesz się najlepiej.Skontaktuję się teraz z twoim dostawcą, aby mógł pomóc w ulepszeniu.Mam nadzieję, że zobaczymy się wkrótce Helen.",NH,13,area_code_415,no,no,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4
no,"Klient: Wystarczy zaktualizować mój głos, tekst i dane.
Agent Telcom: Świetnie!A kiedy możesz to zrobić?
Klient: jutro o 10 rano czy w poniedziałek o 20:00?
Agent Telcom: To byłby poniedziałek.Dziękuję Ci.Teraz wezmę Twój numer zamówienia i połączenia, a my krótko skontaktujemy się z Twoją aktualizacją.
Agent Telcom: Bardzo dziękuję Michael.Rano będziemy w kontakcie o Twoim ulepszeniu.
Klient: Och, dam ci je.
Agent Telcom: Jasne!
Klient: Pa!PA pa!
Agent Telcom",OH,134,area_code_408,no,no,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0
no,"Klient: głos.
Agent Telcom: Czy zaakceptujesz nową stawkę?
Klient: Tak, zaakceptuję nową stawkę.
Agent Telcom: Czy możesz mi podać nowy pakiet?
Klient: Nie, nowy pakiet jest tym, za co zapłaciłem wcześniej
Agent Telcom: Nie zapłaciłeś wystarczająco.
Klient: Nie byłem rozproszony, po prostu starałem się uzyskać informacje, które próbowałeś przekazać.
Agent Telcom: usiądź.
Agent Telcom: Dlaczego po prostu nie wskakuję i nie wyjaśnię?
Klient: Cóż, jeśli zrobisz twarz",CO,63,area_code_415,no,no,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3
no,"Klient: Chciałbym uaktualnić na płaskowyż 4G LTE.Mam notatkę 4 i chciałbym użyć Twojej usługi z głosem i tekstem.
Agent Telcom: Dziękujemy za ostatnie zapytanie.Czy chciałbyś przejść przez mój proces aktywacji?To proste.Po zalogowaniu się do portalu internetowego wybierz urządzenie, na które zmienia się i postępuj zgodnie z monitami, aby zakończyć aktywację.Jeśli masz jakieś dalsze pytania, daj nam znać.Dziękujemy za rozmowę z Telcom.
Klient: Cześć, nazywam się Joan.Obecnie mam 3 -miesięczny kontrakt z Telcom i",RI,127,area_code_510,no,no,0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2
no,"Klient: Przepraszam, nie mam dostępnego przycisku aktualizacji.Co mogę teraz zrobić, aby zaktualizować moją usługę?
Agent Telcom: Cóż, mam dla Ciebie kilka pytań.Po pierwsze, czy masz obecny modem?Czy masz modem z najnowszym oprogramowaniem układowym?Jaką masz wersję modemu?
Klient: Cześć.Dziękuję bardzo za przybycie do mojego domu, aby wykonać całą tę wspaniałą pracę.Używam Telcom od lat i kocham ich.Niestety nie mogę teraz uaktualnić mojej usługi do nowego modemu.
Agent Telcom:",MS,65,area_code_415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1
yes,"Klient: Cóż, tylko całość jest powolna.Zadzwoniłem kilka razy, a facet spóźnia się co najmniej 20 minut na rozmowę.
Agent Telcom: Cóż, miałem naszych techników na linii przez około 20 minut i czekałem na oddzwonienie.
Klient: Zgadza się, więc ostatnią rzeczą, którą chcę zrobić, jest poczekanie miesiąca, aż wsparcie wyciągnie dokumentację.Obiecano nam, że problemy zostaną rozwiązane i że naprawią prędkość, zakażenie problemów itp. Nigdy tego nie zrobili.Więc próbuję się tego pozbyć.
Agent Telcom: OK, czy twój modem i router mają",VT,159,area_code_415,no,no,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2
no,"Klient: Chciałbym zaktualizować mój plan danych do LTE, czy możesz podać mi więcej informacji na ten temat?
Agent Telcom: Jasne, jesteś przeznaczony do Telcom i mamy dla Ciebie ten przepis na tej stronie.Na tej stronie tutaj mamy możliwość aktualizacji do planu danych 4 GB lub 8 GB.
Klient: Dziękuję Telcom.
Agent Telcom: i wypełnij ten formularz, a my podamy wszystkie potrzebne szczegóły.Czy mogę zadać ci jeszcze kilka pytań.Chciałbym wiedzieć, czy byłeś wcześniej w firmie, a jeśli tak, to",MD,97,area_code_415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3
no,"Klient: Chciałbym zaktualizować do planu danych tylko 330,00 Mbit.
Agent Telcom: Czy próbowałeś bezpośrednio zadzwonić do Telcom?
Klient: Tak, osoba obsługi klienta przekazała mi wiadomość, że moje aktualizacja do 330,00 mbit nie miało miejsca.
Agent Telcom: Czy jest problem z telefonem domowym?
Klient: Nie, działa dobrze w domu.
Agent Telcom: Czy chciałbyś, aby przełożony przeszedł do przełożonego, aby sprawdzić, czy może pomóc w ulepszeniu?
Klient: Nie, myślę, że chciałbym wziąć telefon do domu",DC,169,area_code_415,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3
no,"Klient: Chciałbym uaktualnić usługę głosową i usługą tekstową.Jak długo to minie?
Agent Telcom: poczekaj chwilę.Czy chciałbyś, żebym przekazał cię przedstawicielowi obsługi klienta Telcom?
Klient: Jasne.Czy możesz mi oszacować, jak długo potrwa to połączenie i tekst?
Agent Telcom: Przepraszam, Brian, ale muszę teraz iść.W następnym okresie musisz wysłać 100 dolarów w gotówce do zarządzania Telcom.
Klient: Wielkie zarządzanie Telcom.Jesteście świetnym towarzystwem do pracy.Jeśli kiedykolwiek potrzebujesz więcej",OH,96,area_code_415,no,no,0,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1
no,"Klient: Chciałbym zaktualizować swój telefon do nowego modelu S.
Agent Telcom: W porządku, a powiem twojego menedżera, aby sprawdził, czy może cię zdobyć VZW.Czy są jakieś inne niewiadome?
Klient: Brak innych niewiadomych.
Agent Telcom: W porządku, porozmawiam z twoim menedżerem i zobaczę, co może zrobić.Dzięki Albert.
Klient: Dziękuję.
Agent Telcom: Miłego dnia Albert.
Klient: Dzięki.",CO,54,area_code_510,no,yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2
no,"Klient: Korzystam z Telcom w tym obszarze od ponad 20 lat i chciałbym zaktualizować moją usługę do opcji o wyższej prędkości.
Agent Telcom: Hmm, nie byliśmy w stanie znaleźć opcji aktualizacji na stronach wsparcia.Sugerowałbym, abyś wrócił później.Do tego czasu proponuję wywołać numer z tyłu telefonu.
Agent Telcom: Cześć Walter.Twoje zapytanie jest przetwarzane.Jeśli mogę ci pomóc, z przyjemnością to zrobię.Chciałbym zaktualizować twoją usługę telefoniczną do wersji szybkiej.
Klient: OK.",MS,76,area_code_408,no,no,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0
yes,"Klient: Więc siedzi w moim domu przez 2 dni bez oddzwonienia.Byłem bardzo niezadowolony z tej usługi.
Agent Telcom: Ile dni rozmawiałeś przez telefon z pracownikami?
Klient: jeden.
Agent Telcom: A jakie połączenie otrzymałeś?
Klient: Tak, to było już od kilku godzin.
Agent Telcom: Och, OK.To dość długie oczekiwanie.Słyszałem więc, że chcesz tego jako jednego, ale od jakiegoś czasu byłeś, to nie jest jeden.Czy mogę ci w tym pomóc?
Klient: Tak, byłem na 3,",KY,91,area_code_415,yes,no,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2
no,,MI,120,area_code_415,no,no,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1
no,"Klient: głos.
Agent Telcom: Wielki John, a jaka jest cena za głos?
Klient: 34,99 USD
Agent Telcom: OK, uh-huh-huh.To wspaniale.Więc kiedy uaktualniasz głos, jaki plan możesz wybrać?
Klient: Musisz to zrobić za miesiąc.
Agent Telcom: Wielki John, a jeśli masz głos, jaki jest twój miesięczny plan?
Klient: Plan 34,99 USD to mój plan.
Agent Telcom: OK, a jaki jest plan danych?
Klient: Co miesiąc",WV,90,area_code_415,no,no,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2
no,"Klient: Nadal go oceniam, ale chciałbym zaktualizować dane, a mój obecny plan danych był bardzo drogi.
Agent Telcom: Świetnie.Z przyjemnością pomogę w jakikolwiek sposób, jaki mogę.Nowy plan danych trwa trzy miesiące.
Klient: Świetnie.Dziękuję Ci bardzo.
Agent Telcom: Świetnie.A jaki był twój obecny plan?
Klient: Nie wiem, odkąd tak niedawno zacząłem ten proces.(Wydaje mi się, że chcieli, żebym wspomniał w mojej umowie, jaki był mój obecny plan)
Agent Telcom: OK.Cóż, obecny plan dotyczy dwóch",RI,63,area_code_415,yes,no,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1
no,"Klient: głos.Chciałbym zaktualizować moją usługę internetową.
Agent Telcom: Jezu, to wielka wybór i świetna cena, pamiętaj, że otrzymasz tylko publikowaną cenę.Jeśli chcesz konkretny pakiet, po prostu zadzwoń i poproś o cenę, którą będziesz cytowany.Agent Telcom: I tylko ostatnie pytanie, zanim zakończysz zakup, czy możesz mi powiedzieć, kim jesteś?
Klient: Jestem Dorothy i mieszkam w hrabstwie Orange w Kalifornii.
Agent Telcom: To świetne pytanie Dorothy.Czy chciałbyś zostać agentem Telcom i umieścilibyśmy",NH,83,area_code_415,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3
no,"Klient: Mam plan telefonu komórkowego AT&T UMTS na Filipinach i chcę uaktualnić.
Agent Telcom: Dziękujemy za informacje.Przykro mi.Nie jestem pewien, co masz na myśli mówiąc o aktualizacji.Jaki jest Twój numer telefonu?
Klient: Tak, jest to następujące: TX95701207.
Agent Telcom: OK, więc możesz uaktualnić telefon, który masz teraz.Ale niestety nie dostaniesz bezpłatnej aktualizacji, chyba że uaktualisz się do najnowocześniejszego sztuki.Twój obecny plan kosztuje 54,95 USD miesięcznie, więc będziemy musieli statystyki",OR,88,area_code_408,no,no,0,192.6,96,32.74,184.0,92,15.64,173.6,113,7.81,8.8,6,2.38,2
no,"Klient: Chciałbym zaktualizować umowę do większego planu głosowego, który obejmuje telefon stacjonarny bez dodatkowych opłat.
Agent Telcom: Dziękuję Kristy.Z jakiego planu danych chciałbyś się przeprowadzić?
Klient: Obecnie mam plan danych 250 MB.Wiem, że 250 MB jest dość małe, ale niesie mnie to przez następne kilka lat.
Agent Telcom: A jaki jest twój obecny plan danych?
Klient: Mój obecny plan danych wynosi 800 MB.
Agent Telcom: Dziękuję, jak zwykle takie kroki, z którymi zrobiliśmy od dłuższego czasu",MS,86,area_code_510,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2
no,"Klient: Gdybyś mógł mi powiedzieć, którą opcję wybrać, byłbym bardziej zadowolony z Twojej firmy.
Agent Telcom: Dziękujemy za opinię, ceny aktualizacji wynoszą 5 USD miesięcznie za nieograniczony głos, tekst i dane.Czy chcesz zaktualizować do wyższej opcji?
Klient: Nie, nie słyszałem o wyższej opcji.
Agent Telcom: Przepraszam Cynthia, to nie obowiązuje dzisiaj.Polecam zachować obecny plan.
Klient: Ile kosztuje wyższa opcja, a jeśli zmienię zdanie, czy mogę anulować mój obecny plan?
Agent Telcom: Dziękuję",NY,122,area_code_510,no,no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0
no,"Klient: Nie mam jeszcze pojęcia.Najpierw chciałbym zobaczyć ceny.
Agent Telcom: Dobra, więc przebiegłam dla ciebie.Jaki produkt chciałbyś, aby ulepszony, a także cena?
Konsumenci: Nie mam jeszcze pojęcia, ale planuję aktualizować do najlepszego planu danych, na jaki mogę sobie pozwolić.Ich cena wynosi 25 USD miesięcznie, ale jest to połowa ceny Verizon.
Agent Telcom: Dla nas bardzo ważne jest, aby uzyskać najlepszą możliwą ofertę.Dam im znać, jeśli pomożesz mi uzyskać lepszą cenę.A",WV,62,area_code_408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1
no,"Klient: głos
Agent Telcom: Wspaniale słyszeć Debi.Wkrótce będziemy mogli ulepszyć Twoją obecną umowę do nowego z pakietem o wyższej prędkości.
Klient: W międzyczasie mam pytanie.Obecnie mam 2 -minutowy czas oczekiwania na połączenia na połączenia przychodzące w TELCOM i zawsze jestem naliczany za nadmiar.Czy Telcom zwiększy limit czasu oczekiwania na połączenia na połączenia przychodzące?
Agent Telcom: Tak, zwiększamy ten limit.
Klient: Niesamowite, świetnie.Czy czas oczekiwania na połączenia wzrośnie tylko na połączeniach przychodzących lub wychodzących?
Telcom",WY,96,area_code_408,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1
